ID,TYPE,USER_ID,GENDER,AGE,name,size_mb
10001,1,783,FEMALE,19,010001_1_000783_FEMALE_19.jpg,1.543593406677246
10001,2,783,FEMALE,19,010001_2_000783_FEMALE_19.jpg,1.5631799697875977
10001,3,783,FEMALE,19,010001_3_000783_FEMALE_19.jpg,1.5384941101074219
10001,4,783,FEMALE,19,010001_4_000783_FEMALE_19.jpg,1.5818653106689453
10002,1,809,NONE,29,010002_1_000809_NONE_29.jpg,4.5549211502075195
10002,2,809,NONE,29,010002_2_000809_NONE_29.jpg,4.64853572845459
10002,3,809,NONE,29,010002_3_000809_NONE_29.jpg,5.232396125793457
10002,4,809,NONE,29,010002_4_000809_NONE_29.jpg,4.795539855957031
10003,1,2479,MALE,19,010003_1_002479_MALE_19.jpg,3.476064682006836
10003,2,2479,MALE,19,010003_2_002479_MALE_19.jpg,3.3477325439453125
10003,3,2479,MALE,19,010003_3_002479_MALE_19.jpg,3.4850807189941406
10003,4,2479,MALE,19,010003_4_002479_MALE_19.jpg,3.3217058181762695
10004,1,306,MALE,21,010004_1_000306_MALE_21.jpg,3.655808448791504
10004,2,306,MALE,21,010004_2_000306_MALE_21.jpg,3.8197546005249023
10004,3,306,MALE,21,010004_3_000306_MALE_21.jpg,3.8122987747192383
10004,4,306,MALE,21,010004_4_000306_MALE_21.jpg,3.650376319885254
10005,1,6509,FEMALE,21,010005_1_006509_FEMALE_21.jpg,1.4640007019042969
10005,2,6509,FEMALE,21,010005_2_006509_FEMALE_21.jpg,1.4771919250488281
10005,3,6509,FEMALE,21,010005_3_006509_FEMALE_21.jpg,1.4557294845581055
10005,4,6509,FEMALE,21,010005_4_006509_FEMALE_21.jpg,1.465667724609375
10006,1,4379,MALE,21,010006_1_004379_MALE_21.jpg,3.0580615997314453
10006,2,4379,MALE,21,010006_2_004379_MALE_21.jpg,2.3401737213134766
10006,3,4379,MALE,21,010006_3_004379_MALE_21.jpg,3.126371383666992
10006,4,4379,MALE,21,010006_4_004379_MALE_21.jpg,2.436203956604004
10007,1,5730,MALE,25,010007_1_005730_MALE_25.jpg,1.3414859771728516
10007,2,5730,MALE,25,010007_2_005730_MALE_25.jpg,1.3054304122924805
10007,3,5730,MALE,25,010007_3_005730_MALE_25.jpg,1.2533369064331055
10007,4,5730,MALE,25,010007_4_005730_MALE_25.jpg,1.3459205627441406
10008,1,6510,FEMALE,21,010008_1_006510_FEMALE_21.jpg,6.260800361633301
10008,2,6510,FEMALE,21,010008_2_006510_FEMALE_21.jpg,6.598823547363281
10008,3,6510,FEMALE,21,010008_3_006510_FEMALE_21.jpg,6.131558418273926
10008,4,6510,FEMALE,21,010008_4_006510_FEMALE_21.jpg,6.639050483703613
10009,1,6511,MALE,29,010009_1_006511_MALE_29.jpg,4.797889709472656
10009,2,6511,MALE,29,010009_2_006511_MALE_29.jpg,4.809497833251953
10009,3,6511,MALE,29,010009_3_006511_MALE_29.jpg,4.042092323303223
10009,4,6511,MALE,29,010009_4_006511_MALE_29.jpg,4.145764350891113
10010,1,5460,MALE,30,010010_1_005460_MALE_30.jpg,0.18506431579589844
10010,2,5460,MALE,30,010010_2_005460_MALE_30.jpg,0.19013118743896484
10010,3,5460,MALE,30,010010_3_005460_MALE_30.jpg,0.1959676742553711
10010,4,5460,MALE,30,010010_4_005460_MALE_30.jpg,0.1967630386352539
10011,1,4419,MALE,19,010011_1_004419_MALE_19.jpg,2.9241905212402344
10011,2,4419,MALE,19,010011_2_004419_MALE_19.jpg,2.9357385635375977
10011,3,4419,MALE,19,010011_3_004419_MALE_19.jpg,2.0518035888671875
10011,4,4419,MALE,19,010011_4_004419_MALE_19.jpg,2.2688398361206055
10012,1,6512,NONE,21,010012_1_006512_NONE_21.jpg,0.6680774688720703
10012,2,6512,NONE,21,010012_2_006512_NONE_21.jpg,0.616023063659668
10012,3,6512,NONE,21,010012_3_006512_NONE_21.jpg,0.7022848129272461
10012,4,6512,NONE,21,010012_4_006512_NONE_21.jpg,0.7074899673461914
10013,1,2836,MALE,27,010013_1_002836_MALE_27.jpg,1.0425081253051758
10013,2,2836,MALE,27,010013_2_002836_MALE_27.jpg,1.3253374099731445
10013,3,2836,MALE,27,010013_3_002836_MALE_27.jpg,1.231928825378418
10013,4,2836,MALE,27,010013_4_002836_MALE_27.jpg,1.2328624725341797
10014,1,5109,MALE,23,010014_1_005109_MALE_23.jpg,1.4802608489990234
10014,2,5109,MALE,23,010014_2_005109_MALE_23.jpg,1.363032341003418
10014,3,5109,MALE,23,010014_3_005109_MALE_23.jpg,1.465346336364746
10014,4,5109,MALE,23,010014_4_005109_MALE_23.jpg,1.4355335235595703
10015,1,6513,NONE,22,010015_1_006513_NONE_22.jpg,1.2494373321533203
10015,2,6513,NONE,22,010015_2_006513_NONE_22.jpg,1.319901466369629
10015,3,6513,NONE,22,010015_3_006513_NONE_22.jpg,1.2958650588989258
10015,4,6513,NONE,22,010015_4_006513_NONE_22.jpg,1.182072639465332
10016,1,6514,MALE,34,010016_1_006514_MALE_34.jpg,2.081380844116211
10016,2,6514,MALE,34,010016_2_006514_MALE_34.jpg,2.0745534896850586
10016,3,6514,MALE,34,010016_3_006514_MALE_34.jpg,2.051173210144043
10016,4,6514,MALE,34,010016_4_006514_MALE_34.jpg,1.9303083419799805
10017,1,6515,MALE,34,010017_1_006515_MALE_34.jpg,1.1029911041259766
10017,2,6515,MALE,34,010017_2_006515_MALE_34.jpg,1.0881881713867188
10017,3,6515,MALE,34,010017_3_006515_MALE_34.jpg,1.0219917297363281
10017,4,6515,MALE,34,010017_4_006515_MALE_34.jpg,0.9247703552246094
10018,1,6516,NONE,20,010018_1_006516_NONE_20.jpg,2.707571029663086
10018,2,6516,NONE,20,010018_2_006516_NONE_20.jpg,2.6422557830810547
10018,3,6516,NONE,20,010018_3_006516_NONE_20.jpg,2.5540103912353516
10018,4,6516,NONE,20,010018_4_006516_NONE_20.jpg,2.8709640502929688
10019,1,4219,MALE,21,010019_1_004219_MALE_21.jpg,2.3504629135131836
10019,2,4219,MALE,21,010019_2_004219_MALE_21.jpg,2.3240537643432617
10019,3,4219,MALE,21,010019_3_004219_MALE_21.jpg,2.346133232116699
10019,4,4219,MALE,21,010019_4_004219_MALE_21.jpg,2.3333873748779297
10020,1,6517,MALE,28,010020_1_006517_MALE_28.jpg,5.4409990310668945
